Year,quarter,city1,city2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
1996,1,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",SWF,SJC,2619,24,433.88,AA,0.89,430.39,DL,0.02,163.8,"40.123164, -75.333718","37.78008, -122.420168"
1993,2,"Boston, MA (Metropolitan Area)","Tucson, AZ",PVD,TUS,2289,10,295.39,AA,0.5,255.37,CO,0.11,215.04,"42.358894, -71.056742","35.167852, -103.726151"
1996,1,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SFO,DCA,2457,325,280.47,UA,0.29,232.58,CO,0.11,182.56,"37.78008, -122.420168","38.892062, -77.019912"
1993,4,"New York City, NY (Metropolitan Area)","Savannah, GA",NYC,SAV,757,11,155.19,DL,0.98,151.36,DL,0.98,151.36,"40.123164, -75.333718","40.115007, -111.654713"
1996,2,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",ISP,SRQ,1085,17,127.01,US,0.88,126.72,DL,0.01,104.05,"40.123164, -75.333718","27.336483, -82.538602"
1996,3,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",HPN,OAK,2619,4,375.66,UA,0.8,360.0,UA,0.8,360.0,"40.123164, -75.333718","37.78008, -122.420168"
1993,3,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",ATL,CAK,554,32,227.98,US,0.44,227.95,CO,0.15,152.75,"33.748547, -84.391502","41.505546, -81.6915"
1996,3,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",LAX,BWI,2329,772,240.13,US,0.5,257.6,WN,0.1,128.66,"34.052238, -118.243344","38.892062, -77.019912"
1993,4,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",CLE,SJC,2187,45,312.97,AA,0.33,294.04,AA,0.33,294.04,"41.505546, -81.6915","37.78008, -122.420168"
1996,3,"Houston, TX","New Orleans, LA",HOU,MSY,305,1059,79.08,WN,0.99,79.0,WN,0.99,79.0,"29.760803, -95.369506","29.950621, -90.074948"
1993,4,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SFO,BWI,2457,332,267.07,US,0.47,250.66,US,0.47,250.66,"37.78008, -122.420168","38.892062, -77.019912"
1996,4,"Houston, TX","Minneapolis/St. Paul, MN",IAH,MSP,1059,139,317.84,CO,0.8,314.9,DL,0.01,157.3,"29.760803, -95.369506","44.977479, -93.264346"
1996,4,"Harlingen/San Benito, TX","Houston, TX",HRL,IAH,295,36,73.98,RU,0.98,73.48,RU,0.98,73.48,"40.8078, -73.945801","29.760803, -95.369506"
1993,2,"Huntsville, AL","Los Angeles, CA (Metropolitan Area)",HSV,SNA,1803,22,357.83,AA,0.66,353.86,DL,0.23,338.73,"34.729538, -86.585283","34.052238, -118.243344"
1993,3,"Columbia, SC","Washington, DC (Metropolitan Area)",CAE,BWI,437,43,180.01,US,0.67,173.21,AA,0.12,128.86,"39.962649, -82.996216","38.892062, -77.019912"
1994,1,"Fort Myers, FL","New York City, NY (Metropolitan Area)",RSW,SWF,1120,58,166.7,AA,0.74,165.2,AA,0.74,165.2,"40.253979, -103.801495","40.123164, -75.333718"
1996,2,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",MIA,SWF,1139,22,181.0,DL,0.42,156.96,DL,0.42,156.96,"44.977479, -93.264346","40.123164, -75.333718"
1996,2,"New York City, NY (Metropolitan Area)","Palm Springs, CA",LGA,PSP,2413,47,269.54,AA,0.75,276.7,UA,0.19,218.85,"40.123164, -75.333718","33.830302, -116.546843"
1993,2,"Cleveland, OH (Metropolitan Area)","Houston, TX",CLE,EFD,1107,4,208.24,CO,0.94,204.66,CO,0.94,204.66,"41.505546, -81.6915","29.760803, -95.369506"
1996,2,"Houston, TX","San Diego, CA",HOU,SAN,1320,168,132.51,WN,0.91,124.13,WN,0.91,124.13,"29.760803, -95.369506","32.71576, -117.163817"
1996,1,"San Diego, CA","Washington, DC (Metropolitan Area)",SAN,WAS,2295,0,560.47,DL,0.75,655.33,DL,0.75,655.33,"32.71576, -117.163817","38.892062, -77.019912"
1993,3,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",ABQ,LAX,677,1101,87.71,WN,0.93,84.3,WN,0.93,84.3,"35.084248, -106.649241","34.052238, -118.243344"
1996,3,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",BOS,ORF,487,229,140.65,US,0.8,144.08,CO,0.06,111.05,"42.358894, -71.056742","36.846164, -76.285913"
1994,1,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",ATL,SJC,2139,99,346.18,DL,0.35,348.69,UA,0.11,282.78,"33.748547, -84.391502","37.78008, -122.420168"
1993,3,"Albuquerque, NM","Detroit, MI",ABQ,DTW,1367,80,197.55,AA,0.2,218.16,WN,0.14,127.3,"35.084248, -106.649241","42.332916, -83.047853"
1996,4,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",SNA,TPA,2158,54,333.5,AA,0.36,351.86,CO,0.17,325.74,"34.052238, -118.243344","37.8606, -78.804199"
1996,1,"Chicago, IL","Seattle, WA",MDW,SEA,1733,45,174.76,W7,0.33,149.97,W7,0.33,149.97,"41.775002, -87.696388","47.603229, -122.33028"
1993,1,"Portland, OR","San Francisco, CA (Metropolitan Area)",PDX,SJC,569,360,211.04,AA,0.76,214.78,AS,0.21,188.17,"45.516018, -122.681425","37.78008, -122.420168"
1996,4,"Birmingham, AL","New York City, NY (Metropolitan Area)",BHM,EWR,902,107,244.27,DL,0.57,248.83,US,0.24,238.19,"33.522859, -86.807705","40.123164, -75.333718"
1993,4,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",ISP,BWI,265,3,181.75,US,0.83,181.4,CO,0.03,50.6,"40.123164, -75.333718","38.892062, -77.019912"
1996,3,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",SNA,TPA,2158,45,321.73,AA,0.39,324.12,DL,0.15,291.02,"34.052238, -118.243344","37.8606, -78.804199"
1996,3,"Chicago, IL","Dallas/Fort Worth, TX",MDW,DFW,802,39,127.56,NJ,0.76,107.46,NJ,0.76,107.46,"41.775002, -87.696388","40.11086, -77.035636"
1996,3,"Dallas/Fort Worth, TX","Salt Lake City, UT",DFW,SLC,988,376,237.84,DL,0.4,255.86,DL,0.4,255.86,"40.11086, -77.035636","40.758478, -111.888142"
1993,4,"El Paso, TX","Houston, TX",ELP,HOU,684,296,99.87,WN,0.97,99.38,WN,0.97,99.38,"31.76006, -106.492257","29.760803, -95.369506"
1993,4,"Chicago, IL","Des Moines, IA",MDW,DSM,306,4,191.35,TW,0.57,169.58,TW,0.57,169.58,"41.775002, -87.696388","41.588822, -93.620309"
1996,4,"Dallas/Fort Worth, TX","San Diego, CA",DAL,SAN,1182,5,53.64,WN,1.0,53.64,WN,1.0,53.64,"40.11086, -77.035636","32.71576, -117.163817"
1996,2,"Boston, MA (Metropolitan Area)","Chicago, IL",BOS,ORD,867,2191,238.03,UA,0.49,240.69,UA,0.49,240.69,"42.358894, -71.056742","41.775002, -87.696388"
1993,3,"Boston, MA (Metropolitan Area)","Indianapolis, IN",MHT,IND,817,27,197.15,US,0.79,202.54,CO,0.05,129.13,"42.358894, -71.056742","39.76845, -86.156212"
1993,3,"Chicago, IL","New York City, NY (Metropolitan Area)",MDW,HPN,773,12,76.63,NW,0.93,75.17,NW,0.93,75.17,"41.775002, -87.696388","40.123164, -75.333718"
1993,2,"Dallas/Fort Worth, TX","Phoenix, AZ",DFW,PHX,868,678,181.43,AA,0.54,177.85,HP,0.21,171.68,"40.11086, -77.035636","30.406931, -87.217578"
1996,4,"Birmingham, AL","Tampa, FL (Metropolitan Area)",BHM,TPA,460,251,84.46,WN,0.74,69.53,WN,0.74,69.53,"33.522859, -86.807705","37.8606, -78.804199"
1996,3,"Cleveland, OH (Metropolitan Area)","Seattle, WA",CAK,SEA,2055,10,278.37,US,0.35,248.14,US,0.35,248.14,"41.505546, -81.6915","47.603229, -122.33028"
1996,4,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",EWR,SLC,2021,141,305.96,UA,0.27,299.52,CO,0.1,279.6,"40.123164, -75.333718","40.758478, -111.888142"
1993,1,"New York City, NY (Metropolitan Area)","Rochester, NY",LGA,ROC,285,300,185.87,US,0.96,184.6,US,0.96,184.6,"40.123164, -75.333718","43.155708, -77.612547"
1996,1,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",BOS,RDU,625,395,138.26,JI,0.56,133.28,J7,0.14,95.26,"42.358894, -71.056742","42.673348, -72.179683"
1996,4,"Columbus, OH","Fort Myers, FL",CMH,RSW,930,203,113.55,DL,0.43,112.14,HP,0.27,111.89,"39.962649, -82.996216","40.253979, -103.801495"
1996,2,"San Antonio, TX","Washington, DC (Metropolitan Area)",SAT,BWI,1407,224,187.0,AA,0.33,178.77,WN,0.16,141.87,"29.425173, -98.494599","38.892062, -77.019912"
1994,1,"Chicago, IL","New Orleans, LA",ORD,MSY,837,493,193.91,UA,0.45,196.67,AA,0.36,195.74,"41.775002, -87.696388","29.950621, -90.074948"
1993,1,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",CVG,SFO,2036,143,377.18,DL,0.74,385.13,CO,0.01,213.58,"39.104427, -84.513808","37.78008, -122.420168"
1996,4,"Chicago, IL","Las Vegas, NV",CHI,LAS,1521,0,489.65,QQ,0.5,79.9,QQ,0.5,79.9,"41.775002, -87.696388","36.169202, -115.140597"
1996,3,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",ABQ,OAK,896,254,101.22,WN,0.72,99.21,WN,0.72,99.21,"35.084248, -106.649241","37.78008, -122.420168"
1993,3,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,WAS,842,9,193.9,DL,0.83,195.38,CO,0.11,149.58,"37.8606, -78.804199","38.892062, -77.019912"
1993,1,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",PVD,IAD,418,12,249.75,UA,0.65,254.87,DH,0.17,208.51,"42.358894, -71.056742","38.892062, -77.019912"
1996,4,"Amarillo, TX","Dallas/Fort Worth, TX",AMA,DFW,324,112,70.77,AA,0.8,70.28,AA,0.8,70.28,"35.207009, -101.832013","40.11086, -77.035636"
1996,4,"Houston, TX","Phoenix, AZ",IAH,PHX,1028,362,160.2,CO,0.56,158.47,HP,0.34,151.9,"29.760803, -95.369506","30.406931, -87.217578"
1993,2,"Allentown/Bethlehem/Easton, PA","Chicago, IL",ABE,MDW,654,2,281.0,US,0.52,279.36,US,0.52,279.36,"40.602753, -75.469759","41.775002, -87.696388"
1993,2,"Boston, MA (Metropolitan Area)","Tucson, AZ",BOS,TUS,2289,127,250.97,AA,0.35,277.98,HP,0.13,166.56,"42.358894, -71.056742","35.167852, -103.726151"
1996,2,"Dayton, OH","New York City, NY (Metropolitan Area)",DAY,HPN,590,9,212.48,US,0.79,211.66,NW,0.08,189.94,"39.760982, -84.192203","40.123164, -75.333718"
1993,1,"Dallas/Fort Worth, TX","Milwaukee, WI",DFW,MKE,853,209,245.57,YX,0.48,240.64,YX,0.48,240.64,"40.11086, -77.035636","43.041072, -87.909421"
1996,3,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",LAX,PIE,2158,22,167.08,TZ,0.99,166.4,TZ,0.99,166.4,"34.052238, -118.243344","37.8606, -78.804199"
1994,1,"Fort Myers, FL","New York City, NY (Metropolitan Area)",RSW,HPN,1120,7,222.26,US,0.54,240.4,NW,0.39,172.22,"40.253979, -103.801495","40.123164, -75.333718"
1993,2,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,1071,99,236.35,AA,0.48,254.23,TW,0.18,220.66,"61.096484, -160.967455","38.892062, -77.019912"
1996,3,"Chicago, IL","San Antonio, TX",CHI,SAT,1041,0,63.0,DL,1.0,63.0,DL,1.0,63.0,"41.775002, -87.696388","29.425173, -98.494599"
1993,2,"Detroit, MI","Washington, DC (Metropolitan Area)",DTT,DCA,408,0,124.45,DL,1.0,124.45,DL,1.0,124.45,"42.332916, -83.047853","38.892062, -77.019912"
1994,1,"Hartford, CT","Washington, DC (Metropolitan Area)",BDL,WAS,326,3,136.27,DL,0.89,125.0,DL,0.89,125.0,"41.765775, -72.673356","38.892062, -77.019912"
1993,2,"Houston, TX","Nashville, TN",IAH,BNA,670,149,125.54,AA,0.94,119.73,AA,0.94,119.73,"29.760803, -95.369506","36.166687, -86.779932"
1993,3,"Boston, MA (Metropolitan Area)","St. Louis, MO",MHT,STL,1046,21,274.02,US,0.51,301.55,UA,0.27,244.58,"42.358894, -71.056742","38.630276, -90.200309"
1996,3,"Birmingham, AL","Washington, DC (Metropolitan Area)",BHM,DCA,682,95,187.05,DL,0.62,195.44,US,0.27,174.32,"33.522859, -86.807705","38.892062, -77.019912"
1993,1,"Huntsville, AL","Los Angeles, CA (Metropolitan Area)",HSV,SNA,1803,18,472.33,AA,0.78,470.43,AA,0.78,470.43,"34.729538, -86.585283","34.052238, -118.243344"
1993,3,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",PVD,WAS,418,2,119.62,CO,0.59,80.83,CO,0.59,80.83,"42.358894, -71.056742","38.892062, -77.019912"
1993,4,"Miami, FL (Metropolitan Area)","Orlando, FL",FLL,MCO,193,235,75.19,DL,0.79,74.11,US,0.08,70.99,"44.977479, -93.264346","28.538331, -81.378879"
1993,4,"Los Angeles, CA (Metropolitan Area)","Medford, OR",BUR,MFR,659,15,171.44,UA,0.93,168.4,UA,0.93,168.4,"34.052238, -118.243344","42.064492, -87.93678"
1993,4,"New York City, NY (Metropolitan Area)","San Diego, CA",EWR,SAN,2481,320,293.93,CO,0.28,272.37,CO,0.28,272.37,"40.123164, -75.333718","32.71576, -117.163817"
1993,2,"Chicago, IL","New York City, NY (Metropolitan Area)",CHI,NYC,773,3,150.92,US,0.56,129.05,CO,0.12,109.0,"41.775002, -87.696388","40.123164, -75.333718"
1996,3,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",LAX,ORF,2371,185,239.35,AA,0.22,193.51,NW,0.1,183.97,"34.052238, -118.243344","36.846164, -76.285913"
1993,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",LGB,EWR,2510,6,318.96,AA,0.67,316.85,HP,0.25,256.73,"34.052238, -118.243344","40.123164, -75.333718"
1996,3,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",ATL,EWR,795,2990,127.05,CO,0.48,119.32,KP,0.16,102.42,"33.748547, -84.391502","40.123164, -75.333718"
1994,1,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",OAK,WAS,2457,1,294.2,DL,0.75,264.36,DL,0.75,264.36,"37.78008, -122.420168","38.892062, -77.019912"
1996,1,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",BOS,ORF,487,149,156.4,US,0.81,162.93,CO,0.12,108.98,"42.358894, -71.056742","36.846164, -76.285913"
1996,1,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",BOS,BUR,2611,12,396.86,UA,0.42,447.63,HP,0.21,220.7,"42.358894, -71.056742","34.052238, -118.243344"
1996,2,"Boston, MA (Metropolitan Area)","Phoenix, AZ",PVD,PHX,2300,46,310.6,AA,0.28,337.93,US,0.17,281.97,"42.358894, -71.056742","30.406931, -87.217578"
1994,1,"Albany, NY","Miami, FL (Metropolitan Area)",ALB,FLL,1225,126,166.23,US,0.56,166.55,AA,0.18,153.16,"42.651242, -73.755418","44.977479, -93.264346"
1996,3,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",GRR,LGA,656,95,198.35,NW,0.39,202.97,AA,0.12,180.36,"47.925705, -97.036068","40.123164, -75.333718"
1996,2,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SJC,DCA,2457,122,317.13,AA,0.4,322.53,UA,0.24,281.66,"37.78008, -122.420168","38.892062, -77.019912"
1996,2,"Indianapolis, IN","Miami, FL (Metropolitan Area)",IND,FLL,1021,246,113.55,TZ,0.42,100.47,TZ,0.42,100.47,"39.76845, -86.156212","44.977479, -93.264346"
1996,2,"Cleveland, OH (Metropolitan Area)","Detroit, MI",CLE,DTW,133,174,187.94,NW,0.76,188.36,RU,0.21,185.61,"41.505546, -81.6915","42.332916, -83.047853"
1993,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",LAX,NYC,2510,61,283.9,DL,0.79,266.47,US,0.01,176.6,"34.052238, -118.243344","40.123164, -75.333718"
1996,4,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",ATL,WAS,576,0,174.75,DL,0.5,130.2,DL,0.5,130.2,"33.748547, -84.391502","38.892062, -77.019912"
1994,1,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",LAX,PBI,2330,137,344.72,DL,0.49,362.16,UA,0.12,308.37,"34.052238, -118.243344","33.90976, -98.500854"
1993,2,"Denver, CO","New York City, NY (Metropolitan Area)",DEN,SWF,1671,23,256.42,AA,0.74,261.34,DL,0.11,226.5,"39.738453, -104.984853","40.123164, -75.333718"
1996,2,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",MCI,OAK,1499,94,158.6,UA,0.35,179.48,WN,0.26,126.65,"39.099792, -94.578559","37.78008, -122.420168"
1993,4,"Chicago, IL","Jacksonville, FL",ORD,JAX,865,209,224.01,DL,0.39,228.89,UA,0.32,200.58,"41.775002, -87.696388","30.325968, -81.65676"
1996,3,"San Francisco, CA (Metropolitan Area)","Seattle, WA",OAK,SEA,696,2005,69.87,AS,0.59,78.06,WN,0.39,56.57,"37.78008, -122.420168","47.603229, -122.33028"
1993,3,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",ELP,LAX,714,832,84.64,WN,0.95,83.08,WN,0.95,83.08,"31.76006, -106.492257","34.052238, -118.243344"
1996,4,"Boston, MA (Metropolitan Area)","St. Louis, MO",PVD,STL,1046,116,135.76,WN,0.29,111.59,WN,0.29,111.59,"42.358894, -71.056742","38.630276, -90.200309"
1993,2,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",JFK,WAS,265,1,106.51,DL,0.66,71.7,DL,0.66,71.7,"40.123164, -75.333718","38.892062, -77.019912"
1994,1,"Miami, FL (Metropolitan Area)","Seattle, WA",MIA,SEA,2724,179,268.65,AA,0.5,262.5,AA,0.5,262.5,"44.977479, -93.264346","47.603229, -122.33028"
1994,1,"Boston, MA (Metropolitan Area)","Cincinnati, OH",MHT,CVG,752,15,225.39,US,0.54,214.01,US,0.54,214.01,"42.358894, -71.056742","39.104427, -84.513808"
1996,1,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",MYR,JFK,601,6,102.43,US,0.6,111.58,DL,0.15,101.12,"33.68785, -78.883852","40.123164, -75.333718"
1996,4,"Hartford, CT","Houston, TX",BDL,HOU,1519,25,226.54,AA,0.28,255.41,TW,0.28,169.88,"41.765775, -72.673356","29.760803, -95.369506"
1996,2,"Chicago, IL","Des Moines, IA",CHI,DSM,306,0,197.7,UA,1.0,197.7,UA,1.0,197.7,"41.775002, -87.696388","41.588822, -93.620309"
1996,4,"Colorado Springs, CO","New York City, NY (Metropolitan Area)",COS,LGA,1678,73,211.01,UA,0.52,217.29,AA,0.21,189.87,"38.835224, -104.819798","40.123164, -75.333718"
1993,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",PVD,LGA,209,2,134.79,DL,0.42,145.86,AA,0.21,97.75,"42.358894, -71.056742","40.123164, -75.333718"
1993,2,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",JAX,BUR,2153,2,356.83,AA,0.95,337.62,AA,0.95,337.62,"30.325968, -81.65676","34.052238, -118.243344"
1993,4,"Houston, TX","Tampa, FL (Metropolitan Area)",HOU,TPA,787,35,227.81,DL,0.43,217.88,TW,0.12,209.18,"29.760803, -95.369506","37.8606, -78.804199"
1996,2,"New York City, NY (Metropolitan Area)","Portland, OR",NYC,PDX,2482,0,674.1,UA,0.5,586.3,UA,0.5,586.3,"40.123164, -75.333718","45.516018, -122.681425"
1996,3,"Houston, TX","Tulsa, OK",HOU,TUL,456,494,94.96,WN,0.98,94.59,WN,0.98,94.59,"29.760803, -95.369506","61.096484, -160.967455"
1993,4,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",BUR,PHX,370,602,65.06,HP,0.55,68.11,WN,0.43,60.51,"34.052238, -118.243344","30.406931, -87.217578"
1996,2,"Chicago, IL","Washington, DC (Metropolitan Area)",ORD,DCA,621,1958,159.07,UA,0.62,164.05,AA,0.3,148.32,"41.775002, -87.696388","38.892062, -77.019912"
1993,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",CLT,LGA,575,525,204.25,US,0.94,203.34,AA,0.01,201.83,"35.222936, -80.840161","40.123164, -75.333718"
1996,2,"Greenville/Spartanburg, SC","Orlando, FL",GSP,MCO,449,136,142.61,FL,0.69,129.9,FL,0.69,129.9,"44.513288, -88.013256","28.538331, -81.378879"
1993,4,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",ONT,SJC,372,401,81.05,WN,0.36,68.0,AS,0.35,57.38,"34.052238, -118.243344","37.78008, -122.420168"
1993,3,"Detroit, MI","San Diego, CA",DTT,SAN,1975,2,226.43,DL,0.86,200.53,DL,0.86,200.53,"42.332916, -83.047853","32.71576, -117.163817"
1996,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",MHT,NYC,209,0,211.6,DL,1.0,211.6,DL,1.0,211.6,"42.358894, -71.056742","40.123164, -75.333718"
1996,4,"Indianapolis, IN","Washington, DC (Metropolitan Area)",IND,IAD,515,36,206.66,NW,0.31,183.48,UA,0.23,182.7,"39.76845, -86.156212","38.892062, -77.019912"
1993,2,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",ONT,OMA,1330,68,192.95,UA,0.32,187.07,UA,0.32,187.07,"34.052238, -118.243344","46.07035, -93.666319"
1993,4,"Nashville, TN","New York City, NY (Metropolitan Area)",BNA,NYC,803,5,239.5,DL,0.82,239.53,AA,0.1,212.62,"36.166687, -86.779932","40.123164, -75.333718"
1993,2,"Charlotte, NC","Tampa, FL (Metropolitan Area)",CLT,TPA,508,143,236.05,US,0.88,232.65,US,0.88,232.65,"35.222936, -80.840161","37.8606, -78.804199"
1994,1,"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",JAN,BWI,888,20,301.51,DL,0.77,302.76,AA,0.17,269.5,"30.325968, -81.65676","38.892062, -77.019912"
1996,3,"Boston, MA (Metropolitan Area)","Chicago, IL",MHT,ORD,867,169,259.04,UA,0.88,253.4,UA,0.88,253.4,"42.358894, -71.056742","41.775002, -87.696388"
1993,4,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",MSP,LGA,1057,674,277.07,NW,0.87,270.41,NW,0.87,270.41,"44.977479, -93.264346","40.123164, -75.333718"
1993,4,"Chicago, IL","Fort Myers, FL",MDW,RSW,1120,364,128.12,TZ,0.94,126.7,TZ,0.94,126.7,"41.775002, -87.696388","40.253979, -103.801495"
1996,1,"Birmingham, AL","New York City, NY (Metropolitan Area)",BHM,HPN,902,1,333.1,DL,0.3,197.16,DL,0.3,197.16,"33.522859, -86.807705","40.123164, -75.333718"
1993,2,"Boston, MA (Metropolitan Area)","Charlotte, NC",BOS,CLT,737,250,221.38,US,0.92,220.01,AA,0.02,175.68,"42.358894, -71.056742","35.222936, -80.840161"
1993,1,"Chicago, IL","Little Rock, AR",MDW,LIT,552,151,88.19,WN,0.83,85.74,WN,0.83,85.74,"41.775002, -87.696388","34.748745, -92.275105"
1993,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",CLT,EWR,575,370,199.18,US,0.94,195.68,AA,0.02,145.91,"35.222936, -80.840161","40.123164, -75.333718"
1996,1,"Austin, TX","New York City, NY (Metropolitan Area)",AUS,SWF,1556,32,392.6,AA,0.85,400.53,US,0.03,180.11,"30.264979, -97.746598","40.123164, -75.333718"
1993,4,"Hartford, CT","Miami, FL (Metropolitan Area)",BDL,FLL,1194,290,180.22,DL,0.73,180.75,US,0.11,170.58,"41.765775, -72.673356","44.977479, -93.264346"
1993,1,"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",PSP,SJC,421,39,151.51,AA,0.57,153.07,AS,0.36,151.96,"33.830302, -116.546843","37.78008, -122.420168"
1996,1,"Cleveland, OH (Metropolitan Area)","Houston, TX",CLE,IAH,1107,320,231.48,CO,0.92,227.66,US,0.01,207.21,"41.505546, -81.6915","29.760803, -95.369506"
1993,2,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",ISP,SFO,2619,29,282.74,AA,0.56,279.9,CO,0.15,183.5,"40.123164, -75.333718","37.78008, -122.420168"
1993,1,"Hartford, CT","Miami, FL (Metropolitan Area)",BDL,FLL,1194,366,182.61,DL,0.69,183.12,DL,0.69,183.12,"41.765775, -72.673356","44.977479, -93.264346"
1994,1,"Los Angeles, CA (Metropolitan Area)","Wichita, KS",LAX,ICT,1203,47,259.71,UA,0.28,252.12,HP,0.27,244.67,"34.052238, -118.243344","39.960481, -75.605214"
1994,1,"Chicago, IL","New York City, NY (Metropolitan Area)",MDW,ISP,773,0,380.8,US,0.5,378.9,US,0.5,378.9,"41.775002, -87.696388","40.123164, -75.333718"
1993,3,"Columbus, OH","San Francisco, CA (Metropolitan Area)",CMH,SFO,2121,187,202.51,UA,0.23,213.72,US,0.15,188.37,"39.962649, -82.996216","37.78008, -122.420168"
1993,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",ONT,LGA,2510,72,277.83,AA,0.36,278.45,UA,0.23,257.57,"34.052238, -118.243344","40.123164, -75.333718"
1993,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",CLT,EWR,575,317,222.19,US,0.94,219.78,AA,0.01,157.4,"35.222936, -80.840161","40.123164, -75.333718"
1993,2,"Detroit, MI","Indianapolis, IN",DET,IND,252,17,71.53,WN,1.0,71.53,WN,1.0,71.53,"42.332916, -83.047853","39.76845, -86.156212"
1996,3,"New York City, NY (Metropolitan Area)","Rochester, NY",LGA,ROC,285,352,140.41,US,0.96,139.69,US,0.96,139.69,"40.123164, -75.333718","43.155708, -77.612547"
1994,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",DTW,SNA,1998,176,329.45,NW,0.73,322.11,NW,0.73,322.11,"42.332916, -83.047853","34.052238, -118.243344"
1994,1,"Columbus, OH","Washington, DC (Metropolitan Area)",CMH,DCA,336,314,122.55,US,0.6,126.3,TW,0.11,95.34,"39.962649, -82.996216","38.892062, -77.019912"
1993,3,"Detroit, MI","Phoenix, AZ",DTW,PHX,1691,447,222.72,NW,0.64,236.31,WN,0.11,137.41,"42.332916, -83.047853","30.406931, -87.217578"
1993,3,"Detroit, MI","San Francisco, CA (Metropolitan Area)",DET,SJC,2095,3,194.0,WN,1.0,194.0,WN,1.0,194.0,"42.332916, -83.047853","37.78008, -122.420168"
1993,3,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",ATL,ORF,516,219,211.27,DL,0.83,213.09,US,0.11,176.95,"33.748547, -84.391502","36.846164, -76.285913"
1993,3,"Melbourne, FL","New York City, NY (Metropolitan Area)",MLB,LGA,995,45,165.19,DL,0.42,173.95,US,0.41,162.87,"28.079931, -80.603516","40.123164, -75.333718"
